313917.400000 4013090.000000 0.000000
314345.400000 4012958.000000 0.000000
314523.100000 4011468.000000 0.000000
315769.600000 4009005.000000 0.000000
315302.100000 4008612.000000 0.000000
315900.100000 4008237.000000 0.000000
315965.600000 4008747.000000 0.000000
317711.100000 4007741.000000 0.000000
317711.800000 4007416.000000 0.000000
318296.900000 4007403.000000 0.000000
318513.600000 4006544.000000 0.000000
320929.800000 4003344.000000 0.000000
319721.700000 4004944.000000 0.000000
319855.100000 4001009.000000 0.000000
318496.400000 4000981.000000 0.000000
318473.000000 4000157.000000 0.000000
318780.200000 4000150.000000 0.000000
316580.800000 3998392.000000 0.000000
316761.700000 3996672.000000 0.000000
319747.700000 3996582.000000 0.000000
318254.700000 3996627.000000 0.000000
320290.600000 3993415.000000 0.000000
320019.100000 3994998.000000 0.000000
322009.700000 3989072.000000 0.000000
321150.100000 3991243.000000 0.000000
322643.100000 3983010.000000 0.000000
322220.800000 3987051.000000 0.000000
322432.000000 3985030.000000 0.000000
322371.600000 3975500.000000 0.000000
322575.200000 3981132.000000 0.000000
322507.400000 3979255.000000 0.000000
322439.500000 3977377.000000 0.000000
323819.400000 3973780.000000 0.000000
324362.300000 3971971.000000 0.000000
324181.300000 3962380.000000 0.000000
324326.100000 3970053.000000 0.000000
324289.900000 3968134.000000 0.000000
324253.700000 3966216.000000 0.000000
324217.500000 3964298.000000 0.000000
270725.000000 3963384.000000 0.000000
322201.400000 3962417.000000 0.000000
320221.600000 3962454.000000 0.000000
318241.700000 3962491.000000 0.000000
316261.800000 3962528.000000 0.000000
314282.000000 3962566.000000 0.000000
312302.100000 3962603.000000 0.000000
310322.300000 3962640.000000 0.000000
308342.400000 3962677.000000 0.000000
306362.500000 3962714.000000 0.000000
304382.700000 3962752.000000 0.000000
302402.800000 3962789.000000 0.000000
300422.900000 3962826.000000 0.000000
298443.100000 3962863.000000 0.000000
296463.200000 3962900.000000 0.000000
294483.400000 3962937.000000 0.000000
292503.500000 3962975.000000 0.000000
290523.600000 3963012.000000 0.000000
288543.800000 3963049.000000 0.000000
286563.900000 3963086.000000 0.000000
284584.000000 3963123.000000 0.000000
282604.200000 3963161.000000 0.000000
280624.300000 3963198.000000 0.000000
278644.500000 3963235.000000 0.000000
276664.600000 3963272.000000 0.000000
274684.700000 3963309.000000 0.000000
272704.900000 3963347.000000 0.000000
271712.500000 3997400.000000 0.000000
270783.100000 3965385.000000 0.000000
270841.200000 3967386.000000 0.000000
270899.300000 3969387.000000 0.000000
270957.400000 3971388.000000 0.000000
271015.500000 3973389.000000 0.000000
271073.500000 3975389.000000 0.000000
271131.600000 3977390.000000 0.000000
271189.700000 3979391.000000 0.000000
271247.800000 3981392.000000 0.000000
271305.900000 3983393.000000 0.000000
271364.000000 3985394.000000 0.000000
271422.100000 3987395.000000 0.000000
271480.200000 3989396.000000 0.000000
271538.300000 3991397.000000 0.000000
271596.400000 3993398.000000 0.000000
271654.400000 3995399.000000 0.000000
277628.900000 3997506.000000 0.000000
273684.600000 3997435.000000 0.000000
275656.800000 3997471.000000 0.000000
280692.700000 3998245.000000 0.000000
279160.800000 3997876.000000 0.000000
291680.200000 4002894.000000 0.000000
282523.900000 3999020.000000 0.000000
284355.200000 3999795.000000 0.000000
286186.400000 4000570.000000 0.000000
288017.700000 4001344.000000 0.000000
289848.900000 4002119.000000 0.000000
300873.300000 4004731.000000 0.000000
293518.800000 4003261.000000 0.000000
295357.400000 4003629.000000 0.000000
297196.000000 4003996.000000 0.000000
299034.600000 4004364.000000 0.000000
304810.800000 4006014.000000 0.000000
302842.000000 4005373.000000 0.000000
304766.500000 4009465.000000 0.000000
304788.700000 4007740.000000 0.000000
306315.000000 4009421.000000 0.000000
306315.000000 4010129.000000 0.000000
308040.400000 4010084.000000 0.000000
308040.400000 4011854.000000 0.000000
308571.300000 4012650.000000 0.000000
309730.300000 4013141.000000 0.000000
311895.500000 4013290.000000 0.000000
317300.600000 3999642.000000 0.000000
317702.000000 4006112.000000 0.000000
313397.400000 4011652.000000 0.000000
312864.400000 4010348.000000 0.000000
314239.100000 4010059.000000 0.000000
312649.400000 4012710.000000 0.000000
312184.700000 4011758.000000 0.000000
311457.000000 4010669.000000 0.000000
312200.000000 4009047.000000 0.000000
313827.000000 4008885.000000 0.000000
311113.300000 4012174.000000 0.000000
310227.400000 4009338.000000 0.000000
313211.800000 4007482.000000 0.000000
314560.100000 4007295.000000 0.000000
315636.200000 4007083.000000 0.000000
306464.700000 4007708.000000 0.000000
308192.900000 4007622.000000 0.000000
308141.000000 4009011.000000 0.000000
318524.900000 4002864.000000 0.000000
316806.300000 4002670.000000 0.000000
317038.800000 4001029.000000 0.000000
306554.100000 4006080.000000 0.000000
308224.300000 4006148.000000 0.000000
309847.500000 4006228.000000 0.000000
309981.800000 4007714.000000 0.000000
309345.300000 4010471.000000 0.000000
308999.000000 4011401.000000 0.000000
309554.000000 4011901.000000 0.000000
315477.500000 4000784.000000 0.000000
314177.000000 3999874.000000 0.000000
315045.600000 3998449.000000 0.000000
315153.500000 3996365.000000 0.000000
315312.500000 3994452.000000 0.000000
316930.600000 3994673.000000 0.000000
318495.400000 3994829.000000 0.000000
273670.800000 3995479.000000 0.000000
275676.800000 3995584.000000 0.000000
277648.100000 3995753.000000 0.000000
279466.100000 3996092.000000 0.000000
281256.100000 3996550.000000 0.000000
283120.600000 3997204.000000 0.000000
284984.000000 3997940.000000 0.000000
286826.800000 3998699.000000 0.000000
288650.900000 3999450.000000 0.000000
290464.400000 4000169.000000 0.000000
292275.200000 4000824.000000 0.000000
294088.800000 4001337.000000 0.000000
295905.900000 4001792.000000 0.000000
297726.300000 4002227.000000 0.000000
299549.100000 4002661.000000 0.000000
301373.700000 4003120.000000 0.000000
303216.400000 4003657.000000 0.000000
305019.700000 4004154.000000 0.000000
306711.000000 4004454.000000 0.000000
308304.000000 4004666.000000 0.000000
309805.600000 4004815.000000 0.000000
